Product Name,Brand,Description,Price,Currency,URL,Image,Country,Promo,Code,Scraped At
White Now Men Super Pure,Signal,dentifrice pour homme effet blancheur 75 ml,"4,60",€,/signal/white-now-men-super-pure-dentifrice-pour-homme-effet-blancheur/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
MI Paste Plus,GC,crème protectrice reminéralisante pour dents sensibles au fluorure,"19,70",€,/gc/mi-paste-plus-strawberry-creme-protectrice-remineralisante-pour-dents-sensibles-au-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011987264_01-o__160323.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
The Mints Anise,Marvis,dentifrice,"2,50",€,/marvis/marvis-anise-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111879_01-o__190911.jpg,https://www.notino.be,,,2024-06-01 14:43:58
Polar Night,Natura Siberica,dentifrice blanchissant au charbon noir 100 g,"4,00",€,/natura-siberica/polar-night-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174432253_01-o__180801.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
The Mints Aquatic,Marvis,dentifrice,"4,60",€,/marvis/aquatic-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111725_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
Whitening Sensitivity Relief,Opalescence,dentifrice blanchissant pour dents sensibles,"4,10",€,/opalescence/sensitivity-relief-dentifrice-blanchissant-pour-dents-sensibles/,https://cdn.notinoimg.com/list_2k//opalescence/883205029430_01-o__160513.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
Smokers,DentYucral,poudre dentaire blanchissante 50 g,"5,00",€,/dentyucral/smokers-poudre-dentaire-blanchissante/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079106_01-o__220818.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
Integral 8 Natural Elements,Signal,dentifrice,"2,10",€,/signal/integral-8-natural-elements-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8710447328095_01-o__221019.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
White Now Gold,Signal,dentifrice 75 ml,"3,90",€,/signal/white-now-gold-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8720181327155_01-o__230411.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
Natural Siberian Siberian Pearl,Natura Siberica,dentifrice blanchissant pour une haleine fraîche 100 g,"4,00",€,/natura-siberica/natural-siberian-siberian-pearl-dentifrice-blanchissant-pour-une-haleine-fraiche/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437548_01-o__190611.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:43:58
KIDS Raspberry,MEDIBLANC,dentifrice pour enfants Rapsberry 50 ml,"7,40",€,/mediblanc/kids-rapsberry-dentifrice-pour-enfants/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg,https://www.notino.be,-30 %,baby,2024-06-01 14:44:00
Whitening,Opalescence,dentifrice blanchissant au fluorure,"4,00",€,/opalescence/original-formula-dentifrice-blanchissant-au-fluorure/,https://cdn.notinoimg.com/list_2k//opalescence/883205029492_01-o__160127.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Extreme Whitening,Swissdent,dentifrice blancheur intense,"12,90",€,/swissdent/extreme-whitening-dentifrice-blancheur-intense/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Expert Black Whitening,Ecodenta,dentifrice blanchissant au charbon noir sans fluorure,"5,50",€,/ecodenta/expert-extra-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001336991_01-o__160825.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Whitening Mint,Marvis,dentifrice effet blancheur,"5,40",€,/marvis/whitening-mint-dentifrice-effet-blancheur/,https://cdn.notinoimg.com/list_2k//marvis/8004395111718_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Classic,Parodontax,dentifrice anti-saignement des gencives sans fluorure,"4,30",€,/parodontax/classic-dentifrice-anti-saignement-des-gencives-sans-fluorure-80254/,https://cdn.notinoimg.com/list_2k//parodontax/4047400392041_01-o__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:00
Extra Fresh,Parodontax,dentifrice contre les saignements de gencives,"4,90",€,/parodontax/extra-fresh-dentifrice-contre-les-saignements-de-gencives-80292/,https://cdn.notinoimg.com/list_2k//parodontax/3830029294626_01__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:00
Caries Protection,Elmex,dentifrice anti-carie au fluorure,"6,40",€,/elmex/caries-protection-dentifrice-anti-carie-au-fluorure/,https://cdn.notinoimg.com/list_2k//elmex/4007965560002_11-o__140311.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Opti-namel Seal & Strengthen,Elmex,dentifrice qui protège l'émail dentaire,"6,20",€,/elmex/opti-namel-seal-strengthen-dentifrice-qui-protege-lemail-dentaire/,https://cdn.notinoimg.com/list_2k//elmex/7610108054824_01-o__230215.jpg,https://www.notino.be,,,2024-06-01 14:44:00
The Mints Classic Strong,Marvis,dentifrice,"3,40",€,/marvis/classic-strong-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111701_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
The Mints Cinnamon,Marvis,dentifrice,"2,40",€,/marvis/cinnamon-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111763_01-o__171120.jpg,https://www.notino.be,,,2024-06-01 14:44:00
Tooth Mousse,GC,crème protectrice reminéralisante pour dents sensibles sans fluorure,"18,90",€,/gc/tooth-mousse-tutti-frutti-creme-protectrice-remineralisante-pour-dents-sensibles-sans-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011949248_01-o__160324.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Sensitive Whitening,Elmex,dentifrice pour des dents naturellement blanches,"5,30",€,/elmex/sensitive-whitening-dentifrice-pour-des-dents-naturellement-blanches/,https://cdn.notinoimg.com/list_2k//elmex/8714789899299_01-o__140528.jpg,https://www.notino.be,,,2024-06-01 14:44:00
Max White Luminous,Colgate,dentifrice pour des dents éclatantes de blancheur,"4,10",€,/colgate/max-white-luminous-dentifrice-pour-des-dents-eclatantes-de-blancheur/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Triple Action Original Mint,Colgate,dentifrice,"1,50",€,/colgate/triple-action-duopack-dentifrice/,https://cdn.notinoimg.com/list_2k//colgate/6920354835971_01-o__230810.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
White Now Men Super Pure,Signal,dentifrice pour homme effet blancheur 75 ml,"4,60",€,/signal/white-now-men-super-pure-dentifrice-pour-homme-effet-blancheur/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
MI Paste Plus,GC,crème protectrice reminéralisante pour dents sensibles au fluorure,"19,70",€,/gc/mi-paste-plus-strawberry-creme-protectrice-remineralisante-pour-dents-sensibles-au-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011987264_01-o__160323.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
The Mints Anise,Marvis,dentifrice,"2,50",€,/marvis/marvis-anise-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111879_01-o__190911.jpg,https://www.notino.be,,,2024-06-01 14:44:00
Polar Night,Natura Siberica,dentifrice blanchissant au charbon noir 100 g,"4,00",€,/natura-siberica/polar-night-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174432253_01-o__180801.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
The Mints Aquatic,Marvis,dentifrice,"4,60",€,/marvis/aquatic-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111725_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Whitening Sensitivity Relief,Opalescence,dentifrice blanchissant pour dents sensibles,"4,10",€,/opalescence/sensitivity-relief-dentifrice-blanchissant-pour-dents-sensibles/,https://cdn.notinoimg.com/list_2k//opalescence/883205029430_01-o__160513.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Smokers,DentYucral,poudre dentaire blanchissante 50 g,"5,00",€,/dentyucral/smokers-poudre-dentaire-blanchissante/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079106_01-o__220818.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Integral 8 Natural Elements,Signal,dentifrice,"2,10",€,/signal/integral-8-natural-elements-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8710447328095_01-o__221019.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
White Now Gold,Signal,dentifrice 75 ml,"3,90",€,/signal/white-now-gold-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8720181327155_01-o__230411.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
Natural Siberian Siberian Pearl,Natura Siberica,dentifrice blanchissant pour une haleine fraîche 100 g,"4,00",€,/natura-siberica/natural-siberian-siberian-pearl-dentifrice-blanchissant-pour-une-haleine-fraiche/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437548_01-o__190611.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:00
KIDS Raspberry,MEDIBLANC,dentifrice pour enfants Rapsberry 50 ml,"7,40",€,/mediblanc/kids-rapsberry-dentifrice-pour-enfants/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg,https://www.notino.be,-30 %,baby,2024-06-01 14:44:02
Whitening,Opalescence,dentifrice blanchissant au fluorure,"4,00",€,/opalescence/original-formula-dentifrice-blanchissant-au-fluorure/,https://cdn.notinoimg.com/list_2k//opalescence/883205029492_01-o__160127.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Extreme Whitening,Swissdent,dentifrice blancheur intense,"12,90",€,/swissdent/extreme-whitening-dentifrice-blancheur-intense/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Expert Black Whitening,Ecodenta,dentifrice blanchissant au charbon noir sans fluorure,"5,50",€,/ecodenta/expert-extra-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001336991_01-o__160825.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Whitening Mint,Marvis,dentifrice effet blancheur,"5,40",€,/marvis/whitening-mint-dentifrice-effet-blancheur/,https://cdn.notinoimg.com/list_2k//marvis/8004395111718_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Classic,Parodontax,dentifrice anti-saignement des gencives sans fluorure,"4,30",€,/parodontax/classic-dentifrice-anti-saignement-des-gencives-sans-fluorure-80254/,https://cdn.notinoimg.com/list_2k//parodontax/4047400392041_01-o__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:02
Extra Fresh,Parodontax,dentifrice contre les saignements de gencives,"4,90",€,/parodontax/extra-fresh-dentifrice-contre-les-saignements-de-gencives-80292/,https://cdn.notinoimg.com/list_2k//parodontax/3830029294626_01__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:02
Caries Protection,Elmex,dentifrice anti-carie au fluorure,"6,40",€,/elmex/caries-protection-dentifrice-anti-carie-au-fluorure/,https://cdn.notinoimg.com/list_2k//elmex/4007965560002_11-o__140311.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Opti-namel Seal & Strengthen,Elmex,dentifrice qui protège l'émail dentaire,"6,20",€,/elmex/opti-namel-seal-strengthen-dentifrice-qui-protege-lemail-dentaire/,https://cdn.notinoimg.com/list_2k//elmex/7610108054824_01-o__230215.jpg,https://www.notino.be,,,2024-06-01 14:44:02
The Mints Classic Strong,Marvis,dentifrice,"3,40",€,/marvis/classic-strong-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111701_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
The Mints Cinnamon,Marvis,dentifrice,"2,40",€,/marvis/cinnamon-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111763_01-o__171120.jpg,https://www.notino.be,,,2024-06-01 14:44:02
Tooth Mousse,GC,crème protectrice reminéralisante pour dents sensibles sans fluorure,"18,90",€,/gc/tooth-mousse-tutti-frutti-creme-protectrice-remineralisante-pour-dents-sensibles-sans-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011949248_01-o__160324.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Sensitive Whitening,Elmex,dentifrice pour des dents naturellement blanches,"5,30",€,/elmex/sensitive-whitening-dentifrice-pour-des-dents-naturellement-blanches/,https://cdn.notinoimg.com/list_2k//elmex/8714789899299_01-o__140528.jpg,https://www.notino.be,,,2024-06-01 14:44:02
Max White Luminous,Colgate,dentifrice pour des dents éclatantes de blancheur,"4,10",€,/colgate/max-white-luminous-dentifrice-pour-des-dents-eclatantes-de-blancheur/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Triple Action Original Mint,Colgate,dentifrice,"1,50",€,/colgate/triple-action-duopack-dentifrice/,https://cdn.notinoimg.com/list_2k//colgate/6920354835971_01-o__230810.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
White Now Men Super Pure,Signal,dentifrice pour homme effet blancheur 75 ml,"4,60",€,/signal/white-now-men-super-pure-dentifrice-pour-homme-effet-blancheur/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
MI Paste Plus,GC,crème protectrice reminéralisante pour dents sensibles au fluorure,"19,70",€,/gc/mi-paste-plus-strawberry-creme-protectrice-remineralisante-pour-dents-sensibles-au-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011987264_01-o__160323.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
The Mints Anise,Marvis,dentifrice,"2,50",€,/marvis/marvis-anise-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111879_01-o__190911.jpg,https://www.notino.be,,,2024-06-01 14:44:02
Polar Night,Natura Siberica,dentifrice blanchissant au charbon noir 100 g,"4,00",€,/natura-siberica/polar-night-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174432253_01-o__180801.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
The Mints Aquatic,Marvis,dentifrice,"4,60",€,/marvis/aquatic-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111725_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Whitening Sensitivity Relief,Opalescence,dentifrice blanchissant pour dents sensibles,"4,10",€,/opalescence/sensitivity-relief-dentifrice-blanchissant-pour-dents-sensibles/,https://cdn.notinoimg.com/list_2k//opalescence/883205029430_01-o__160513.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Smokers,DentYucral,poudre dentaire blanchissante 50 g,"5,00",€,/dentyucral/smokers-poudre-dentaire-blanchissante/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079106_01-o__220818.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Integral 8 Natural Elements,Signal,dentifrice,"2,10",€,/signal/integral-8-natural-elements-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8710447328095_01-o__221019.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
White Now Gold,Signal,dentifrice 75 ml,"3,90",€,/signal/white-now-gold-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8720181327155_01-o__230411.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
Natural Siberian Siberian Pearl,Natura Siberica,dentifrice blanchissant pour une haleine fraîche 100 g,"4,00",€,/natura-siberica/natural-siberian-siberian-pearl-dentifrice-blanchissant-pour-une-haleine-fraiche/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437548_01-o__190611.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:02
KIDS Raspberry,MEDIBLANC,dentifrice pour enfants Rapsberry 50 ml,"7,40",€,/mediblanc/kids-rapsberry-dentifrice-pour-enfants/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg,https://www.notino.be,-30 %,baby,2024-06-01 14:44:05
Whitening,Opalescence,dentifrice blanchissant au fluorure,"4,00",€,/opalescence/original-formula-dentifrice-blanchissant-au-fluorure/,https://cdn.notinoimg.com/list_2k//opalescence/883205029492_01-o__160127.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Extreme Whitening,Swissdent,dentifrice blancheur intense,"12,90",€,/swissdent/extreme-whitening-dentifrice-blancheur-intense/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Expert Black Whitening,Ecodenta,dentifrice blanchissant au charbon noir sans fluorure,"5,50",€,/ecodenta/expert-extra-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001336991_01-o__160825.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Whitening Mint,Marvis,dentifrice effet blancheur,"5,40",€,/marvis/whitening-mint-dentifrice-effet-blancheur/,https://cdn.notinoimg.com/list_2k//marvis/8004395111718_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Classic,Parodontax,dentifrice anti-saignement des gencives sans fluorure,"4,30",€,/parodontax/classic-dentifrice-anti-saignement-des-gencives-sans-fluorure-80254/,https://cdn.notinoimg.com/list_2k//parodontax/4047400392041_01-o__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:05
Extra Fresh,Parodontax,dentifrice contre les saignements de gencives,"4,90",€,/parodontax/extra-fresh-dentifrice-contre-les-saignements-de-gencives-80292/,https://cdn.notinoimg.com/list_2k//parodontax/3830029294626_01__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:05
Caries Protection,Elmex,dentifrice anti-carie au fluorure,"6,40",€,/elmex/caries-protection-dentifrice-anti-carie-au-fluorure/,https://cdn.notinoimg.com/list_2k//elmex/4007965560002_11-o__140311.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Opti-namel Seal & Strengthen,Elmex,dentifrice qui protège l'émail dentaire,"6,20",€,/elmex/opti-namel-seal-strengthen-dentifrice-qui-protege-lemail-dentaire/,https://cdn.notinoimg.com/list_2k//elmex/7610108054824_01-o__230215.jpg,https://www.notino.be,,,2024-06-01 14:44:05
The Mints Classic Strong,Marvis,dentifrice,"3,40",€,/marvis/classic-strong-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111701_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
The Mints Cinnamon,Marvis,dentifrice,"2,40",€,/marvis/cinnamon-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111763_01-o__171120.jpg,https://www.notino.be,,,2024-06-01 14:44:05
Tooth Mousse,GC,crème protectrice reminéralisante pour dents sensibles sans fluorure,"18,90",€,/gc/tooth-mousse-tutti-frutti-creme-protectrice-remineralisante-pour-dents-sensibles-sans-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011949248_01-o__160324.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Sensitive Whitening,Elmex,dentifrice pour des dents naturellement blanches,"5,30",€,/elmex/sensitive-whitening-dentifrice-pour-des-dents-naturellement-blanches/,https://cdn.notinoimg.com/list_2k//elmex/8714789899299_01-o__140528.jpg,https://www.notino.be,,,2024-06-01 14:44:05
Max White Luminous,Colgate,dentifrice pour des dents éclatantes de blancheur,"4,10",€,/colgate/max-white-luminous-dentifrice-pour-des-dents-eclatantes-de-blancheur/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Triple Action Original Mint,Colgate,dentifrice,"1,50",€,/colgate/triple-action-duopack-dentifrice/,https://cdn.notinoimg.com/list_2k//colgate/6920354835971_01-o__230810.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
White Now Men Super Pure,Signal,dentifrice pour homme effet blancheur 75 ml,"4,60",€,/signal/white-now-men-super-pure-dentifrice-pour-homme-effet-blancheur/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
MI Paste Plus,GC,crème protectrice reminéralisante pour dents sensibles au fluorure,"19,70",€,/gc/mi-paste-plus-strawberry-creme-protectrice-remineralisante-pour-dents-sensibles-au-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011987264_01-o__160323.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
The Mints Anise,Marvis,dentifrice,"2,50",€,/marvis/marvis-anise-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111879_01-o__190911.jpg,https://www.notino.be,,,2024-06-01 14:44:05
Polar Night,Natura Siberica,dentifrice blanchissant au charbon noir 100 g,"4,00",€,/natura-siberica/polar-night-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174432253_01-o__180801.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
The Mints Aquatic,Marvis,dentifrice,"4,60",€,/marvis/aquatic-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111725_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Whitening Sensitivity Relief,Opalescence,dentifrice blanchissant pour dents sensibles,"4,10",€,/opalescence/sensitivity-relief-dentifrice-blanchissant-pour-dents-sensibles/,https://cdn.notinoimg.com/list_2k//opalescence/883205029430_01-o__160513.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Smokers,DentYucral,poudre dentaire blanchissante 50 g,"5,00",€,/dentyucral/smokers-poudre-dentaire-blanchissante/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079106_01-o__220818.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Integral 8 Natural Elements,Signal,dentifrice,"2,10",€,/signal/integral-8-natural-elements-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8710447328095_01-o__221019.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
White Now Gold,Signal,dentifrice 75 ml,"3,90",€,/signal/white-now-gold-dentifrice/,https://cdn.notinoimg.com/list_2k//signal/8720181327155_01-o__230411.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
Natural Siberian Siberian Pearl,Natura Siberica,dentifrice blanchissant pour une haleine fraîche 100 g,"4,00",€,/natura-siberica/natural-siberian-siberian-pearl-dentifrice-blanchissant-pour-une-haleine-fraiche/,https://cdn.notinoimg.com/list_2k//natura-siberica/4607174437548_01-o__190611.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:05
KIDS Raspberry,MEDIBLANC,dentifrice pour enfants Rapsberry 50 ml,"7,40",€,/mediblanc/kids-rapsberry-dentifrice-pour-enfants/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg,https://www.notino.be,-30 %,baby,2024-06-01 14:44:07
Whitening,Opalescence,dentifrice blanchissant au fluorure,"4,00",€,/opalescence/original-formula-dentifrice-blanchissant-au-fluorure/,https://cdn.notinoimg.com/list_2k//opalescence/883205029492_01-o__160127.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Extreme Whitening,Swissdent,dentifrice blancheur intense,"12,90",€,/swissdent/extreme-whitening-dentifrice-blancheur-intense/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190037_01-o__121205.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Expert Black Whitening,Ecodenta,dentifrice blanchissant au charbon noir sans fluorure,"5,50",€,/ecodenta/expert-extra-dentifrice-blanchissant-au-charbon-noir/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001336991_01-o__160825.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Whitening Mint,Marvis,dentifrice effet blancheur,"5,40",€,/marvis/whitening-mint-dentifrice-effet-blancheur/,https://cdn.notinoimg.com/list_2k//marvis/8004395111718_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Classic,Parodontax,dentifrice anti-saignement des gencives sans fluorure,"4,30",€,/parodontax/classic-dentifrice-anti-saignement-des-gencives-sans-fluorure-80254/,https://cdn.notinoimg.com/list_2k//parodontax/4047400392041_01-o__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:07
Extra Fresh,Parodontax,dentifrice contre les saignements de gencives,"4,90",€,/parodontax/extra-fresh-dentifrice-contre-les-saignements-de-gencives-80292/,https://cdn.notinoimg.com/list_2k//parodontax/3830029294626_01__140428.jpg,https://www.notino.be,,,2024-06-01 14:44:07
Caries Protection,Elmex,dentifrice anti-carie au fluorure,"6,40",€,/elmex/caries-protection-dentifrice-anti-carie-au-fluorure/,https://cdn.notinoimg.com/list_2k//elmex/4007965560002_11-o__140311.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Opti-namel Seal & Strengthen,Elmex,dentifrice qui protège l'émail dentaire,"6,20",€,/elmex/opti-namel-seal-strengthen-dentifrice-qui-protege-lemail-dentaire/,https://cdn.notinoimg.com/list_2k//elmex/7610108054824_01-o__230215.jpg,https://www.notino.be,,,2024-06-01 14:44:07
The Mints Classic Strong,Marvis,dentifrice,"3,40",€,/marvis/classic-strong-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111701_01-o__171120.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
The Mints Cinnamon,Marvis,dentifrice,"2,40",€,/marvis/cinnamon-mint-dentifrice/,https://cdn.notinoimg.com/list_2k//marvis/8004395111763_01-o__171120.jpg,https://www.notino.be,,,2024-06-01 14:44:07
Tooth Mousse,GC,crème protectrice reminéralisante pour dents sensibles sans fluorure,"18,90",€,/gc/tooth-mousse-tutti-frutti-creme-protectrice-remineralisante-pour-dents-sensibles-sans-fluorure/,https://cdn.notinoimg.com/list_2k//gc/2800011949248_01-o__160324.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Sensitive Whitening,Elmex,dentifrice pour des dents naturellement blanches,"5,30",€,/elmex/sensitive-whitening-dentifrice-pour-des-dents-naturellement-blanches/,https://cdn.notinoimg.com/list_2k//elmex/8714789899299_01-o__140528.jpg,https://www.notino.be,,,2024-06-01 14:44:07
Max White Luminous,Colgate,dentifrice pour des dents éclatantes de blancheur,"4,10",€,/colgate/max-white-luminous-dentifrice-pour-des-dents-eclatantes-de-blancheur/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
Triple Action Original Mint,Colgate,dentifrice,"1,50",€,/colgate/triple-action-duopack-dentifrice/,https://cdn.notinoimg.com/list_2k//colgate/6920354835971_01-o__230810.jpg,https://www.notino.be,-15 %,sale,2024-06-01 14:44:07
